sentence	gold	id	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct
अचिरेण इयम् लङ्का चिता धूम आकुल पथा तु गृध्र मण्डल संकुला श्मशान सदृशा भवेत् तु लङ्कायाम् यादृशानि अशुभानि दृश्यन्ते तु अचिरेण कालेन एव हतप्रभा भविष्यति	O O B-KINGDOM O O O B-ROAD O B-GRIDHRA O O O O O O B-KINGDOM O O O O O O O O O	103	{'B-KINGDOM': ['लङ्का', 'लङ्कायाम्'], 'B-GRIDHRA': ['गृध्र']}	{'B-CITY': ['लङ्का'], 'B-GRIDHRA': ['गृध्र'], 'B-ROAD': ['पथा']}	{'B-GRIDHRA': ['गृध्र'], 'B-CITY': ['लङ्का'], 'B-FOREST': ['श्मशान']}	{'B-LOCATION': ['लङ्का', 'पथा', 'गृध्र मण्डल', 'श्मशान', 'लङ्कायाम्'], 'B-ORGANISM': ['गृध्र']}
पापे राक्षसाधिपे रावणे हते दुर्धर्षा लङ्का नूनं विधवा प्रमदा यथा शोषं यास्यति	O B-RAKSHASA B-ASURA O O B-KINGDOM O O O O O O	104	{'B-RAKSHASA': ['राक्षसाधिपे'], 'B-KINGDOM': ['लङ्का']}	{'B-RAKSHASA': ['राक्षसाधिपे', 'रावणे'], 'B-KINGDOM': ['लङ्का']}	{'B-RAKSHASA': ['राक्षसाधिपे', 'रावणे'], 'B-KULA': ['लङ्का']}	{'B-ASURA': ['राक्षसाधिपे', 'रावणे'], 'B-HUMAN': ['प्रमदा']}
पुण्य उत्सव समृद्धा नष्टभर्त्री लङ्का पुरी च नष्टभर्त्री अङ्गना यथा नष्टभर्त्री भविष्यति	O B-FESTIVAL O B-RAKSHASA B-KINGDOM B-CITY O O O O O O	105	{'B-FESTIVAL': ['उत्सव'], 'B-CITY': ['लङ्का'], 'B-HOUSE': ['पुरी']}	{'B-FESTIVAL': ['उत्सव'], 'B-CITY': ['लङ्का पुरी']}	{'B-FESTIVAL': ['पुण्य', 'उत्सव'], 'B-CITY': ['लङ्का', 'पुरी'], 'B-HUMAN': ['नष्टभर्त्री', 'नष्टभर्त्री', 'नष्टभर्त्री']}	{'B-LOCATION': ['पुण्य', 'लङ्का', 'पुरी', 'अङ्गना', 'भविष्यति'], 'B-ORGANIZATION': ['नष्टभर्त्री'], 'B-DATE': ['उत्सव',
इह नूनं नचिराद् एव गृहे गृहे दुःखार्तानाम् रुदन्तीनां राक्षसकन्यानां ध्वनिम् श्रोष्यामि	O O O O B-HOUSE B-HOUSE O O O O O	106	{'B-RAXSHASA': ['राक्षसकन्यानां'], 'B-HOUSE': ['गृहे']}	{'B-RAKSHASA': ['राक्षसकन्यानां']}	{'B-RAKSHASA': ['राक्षसकन्यानां'], 'B-HOUSE': ['गृहे', 'गृहे'], 'B-HUMAN': ['दुःखार्तानाम्', 'रुदन्तीनां']}	{'B-LOCATION': ['इह', 'गृहे', 'गृहे', 'रुदन्तीनां', 'ध्वनिम्', 'श्रोष्यामि'], 'B-ORGANISM': ['राक्षसकन्यानां']}
लङ्का पुरी राम सायकैः निर्दग्धा हतद्योता सान्धकारा हतराक्षसपुंगवा भविष्यति	B-KINGDOM B-CITY B-HUMAN B-ARROW O O O O O	107	{'B-CITY': ['लङ्का', 'पुरी'], 'B-HUMAN': ['राम'], 'B-ARROW': ['सायकैः'], 'B-RAKSHASA': ['राक्षसपुंगवा']}	{'B-CITY': ['लङ्का'], 'B-PALACE': ['पुरी'], 'B-HUMAN': ['राम'], 'B-ASTRA': ['सायकैः'], 'B-RAKSHASA': ['राक्षसपुंगवा']}	{'B-PLPALACE': ['लङ्का'], 'B-ASURA': ['हतराक्षसपुंगवा']}	{'B-DEVA': ['राम'], 'B-RAKSHASA': ['राक्षसपुंगवा'], 'B-HUMAN': ['पुरी'], 'B-PLACE': ['लङ्का']}
यदि शूरो रक्तान्तलोचनः नाम स रामो मां रावणस्य निवेशने वर्तमानां हि जानीयाद्	O O O O O O O B-ASURA B-PALACE O O O	108	{'B-HUMAN': ['रामः'], 'B-ASURA': ['रावणस्य'], 'B-PALACE': ['निवेशने']}	{'B-RAKSHASA': ['रावणस्य'], 'B-HUMAN': ['रामो']}	{}	{'B-DEVA': ['रामो'], 'B-ASURA': ['रावणस्य']}
अनेन नृशंसेन अधमेन रावणेन यः समयो मे निर्दिष्टः तु तस्य कालो ऽयम् तु आगतः	O O O B-ASURA O O O O O O O O O O	109	{'B-ASURA': ['रावणेन'], 'B-MUHURTA': ['कालो']}	{'B-RAKSHASA': ['रावणेन']}	{}	{'B-DEVA': ['अनेन'], 'B-HUMAN': ['नृशंसेन', 'अधमेन', 'रावणेन'], 'B-MUHURTA': ['समयो'], 'B-ASTRA': ['कालो'], 'B-ARROW
ये पापकारिणः नैरृताः अकार्यं न जानन्ति	O O B-RAKSHASA O O O	110	{'B-RAKSHASA': ['नैरृताः']}	{'B-RAKSHASA': ['नैरृताः']}	{}	{'B-ASURA': ['पापकारिणः', 'नैरृताः']}
पिशिताशनाः एते राक्षसाः धर्मं न विजानन्ति	O O B-RAKSHASA O O O	111	{'B-RAKSHASA': ['पिशिताशनाः', 'राक्षसाः']}	{'B-RAKSHASA': ['राक्षसाः']}	{'B-RAKSHASA': ['राक्षसाः']}	{'B-RAKSHASA': ['पिशिताशनाः', 'एते'], 'B-DEVA': ['राक्षसाः'], 'B-HUMAN': ['धर्मं', 'विजानन्ति']}
राक्षसः ध्रुवं प्रातराशार्थे मां कल्पयिष्यति	B-RAKSHASA O O O O	112	{'B-RAKSHASA': ['राक्षसः']}	{'B-RAKSHASA': ['राक्षसः']}	{'B-ASURA': ['राक्षसः'], 'B-HUMAN': ['ध्रुवं'], 'B-MUHURTA': ['प्रातराशार्थे'], 'B-AXE': ['मां'], 'B-ORNAMENT': ['कल्पयिष्यति']}	{'B-RAKSHASA': ['राक्षसः'], 'B-DEVA': ['ध्रुवं']}
रक्तान्तनयनम् प्रियदर्शनम् तं रामं विना अपश्यन्ती सुदुःखिता सा अहम् कथं करिष्यामि	O O O B-HUMAN O O O O O O O	113	{'B-HUMAN': ['रामं']}	{'B-HUMAN': ['रामं']}	{}	{'B-DEVA': ['रक्तान्तनयनम्', 'रामं'], 'B-HUMAN': ['अहं']}
यदि अद्य कश्चित् मे विषस्य प्रदाता इह भवेद् पतिना विना क्षिप्रं वैवस्वतं देवं पश्येयं	O O O O O O O O O O O O B-DEVA O	114	{'B-DEVA': ['वैवस्वतं']}	{'B-DEVA': ['वैवस्वतं']}	{}	{'B-DEVA': ['देवं']}
लक्ष्मणपूर्वजः स रामः मां जीवतीम् न अजानात्	B-HUMAN O B-HUMAN O O O O	115	{'B-HUMAN': ['लक्ष्मणपूर्वजः', 'रामः']}	{'B-HUMAN': ['लक्ष्मणपूर्वजः', 'रामः']}	{}	{'B-DEVA': ['लक्ष्मणपूर्वजः'], 'B-HUMAN': ['रामः'], 'B-DEVA': ['मां']}
तौ जानन्तौ हि उर्व्याम् मम मार्गणम् न कुर्यातां न	O O O B-GRAHA O O O O O	116		{'B-HUMAN': ['तौ']}	{}	{'B-DEVA': ['तौ', 'जानन्तौ', 'हि', 'मम', 'मार्गणम्', 'न', 'कुर्यातां', 'न']}
नूनं लक्ष्मण अग्रजः स वीरो मम शोकेन एव महीतले देहं त्यक्त्वा इतो देवलोकम् यातः	O B-HUMAN B-HUMAN O O O O O O O O O B-SWARGA O	117	{'B-HUMAN': ['लक्ष्मण'], 'B-HUMAN': ['अग्रजः'], 'B-DEVA': ['देवलोकम्']}	{'B-HUMAN': ['लक्ष्मण', 'अग्रजः']}	{}	{'B-DEVA': ['लक्ष्मण', 'देवलोकम्'], 'B-HUMAN': ['अग्रजः', 'मम', 'महीतले', 'त्यक्त्वा', 'इतो', 'यातः']}
देवाः सगन्धर्वाः सिद्धाः च परम ऋषयः धन्या ये मम नाथं राजीवलोचनम् रामं पश्यन्ति	B-DEVA B-GANDHARVA O O O O O O O O O B-HUMAN O	118	{'B-DEVA': ['देवाः'], 'B-GANDHARVA': ['सगन्धर्वाः']}	{'B-DEVA': ['देवाः'], 'B-GANDHARVA': ['सगन्धर्वाः'], 'B-HUMAN': ['ऋषयः', 'रामं']}	{'B-DEVA': ['देवाः'], 'B-GANDHARVA': ['सगन्धर्वाः'], 'B-HUMAN': ['रामं']}	{'B-DEVA': ['देवाः', 'राजीवलोचनम्', 'रामं'], 'B-GANDHARVA': ['सगन्धर्वाः'], 'B-SIDDA': ['सिद्धाः'], 'B-RISHI':
अथवा धर्मकामस्य धीमतः राजर्षेर् परमात्मनः तस्य रामस्य भार्यया मया अर्थे न हि	O O O B-HUMAN B-DEVA O B-HUMAN O O O O O	119	{'B-HUMAN': ['रामस्य'], 'B-HUMAN': ['मया']}	{'B-HUMAN': ['राजर्षेर्', 'रामस्य']}	{}	{'B-DEVA': ['राजर्षेर्', 'परमात्मनः'], 'B-HUMAN': ['रामस्य', 'मया']}
कृतघ्नाः नाशयन्ति तु रामो न नाशयिष्यति	O O O B-HUMAN O O	120	{'B-HUMAN': ['रामः']}	{'B-HUMAN': ['रामो']}	{}	{'B-DEVA': ['रामो'], 'B-HUMAN': ['कृतघ्नाः']}
मे केचित् गुणाः न किं वा मे भाग्यक्षयो हि किं नु या अहम् भामिनी सीता रामेण हीना वरार्हेण	O O O O O O O O O O O O O O B-HUMAN B-HUMAN O O	121	{'B-HUMAN': ['सीता'], 'B-HUMAN': ['रामेण']}	{'B-HUMAN': ['रामेण', 'सीता']}	{}	{'B-DEVA': ['रामेण'], 'B-HUMAN': ['भामिनी सीता'], 'B-ASURA': ['अहं']}
महात्मना अक्लिष्ट चारित्रात् शूरात् शत्रु निबर्हणात् या रामाद् विहीना मे जीवितात् मर्तुम् श्रेयो	O O O O O O O B-HUMAN O O O O O	122	{'B-HUMAN': ['रामाद्']}	{'B-HUMAN': ['रामाद्']}	{}	{'B-DEVA': ['रामाद्'], 'B-HUMAN': ['महात्मना', 'चारित्रात्', 'शूरात्', 'मे']}
अथवा नरश्रेष्ठौ तौ भ्रातरौ चरन्तौ वने मूल फल अशनौ वनगोचरौ न्यस्त शस्त्रौ हि	O O O O O B-FOREST O B-FRUIT O O O B-ASTRA O	123	{'B-HUMAN': ['नरश्रेष्ठौ', 'भ्रातरौ'], 'B-FOREST': ['वने'], 'B-FRUIT': ['फल']}	{'B-HUMAN': ['नरश्रेष्ठौ'], 'B-FOREST': ['वने'], 'B-FRUIT': ['फल']}	{'B-HUMAN': ['नरश्रेष्ठौ', 'भ्रातरौ'], 'B-FOREST': ['वने'], 'B-FRUIT': ['फल'], 'B-AXE': ['शस्त्रौ']}	{'B-DEVA': ['अथवा', 'नरश्रेष्ठौ'], 'B-HUMAN': ['तौ', 'भ्रातरौ'], 'B-TREE': ['वने', 'वनगोचरौ'], 'B-FLLOWER': ['मूल
अथवा दुरात्मना राक्षसेन्द्रेण रावणेन छद्मना शूरौ भ्रातरौ रामलक्ष्मणौ घातितौ	O O O B-ASURA O O O B-HUMAN O	124	{'B-RAKSHASA': ['राक्षसेन्द्रेण', 'रावणेन'], 'B-HUMAN': ['रामलक्ष्मणौ']}	{'B-RAKSHASA': ['राक्षसेन्द्रेण', 'रावणेन']}	{'B-RAKSHASA': ['राक्षसेन्द्रेण'], 'B-HUMAN': ['भ्रातरौ'], 'B-HUMAN': ['रामलक्ष्मणौ']}	{'B-DEVA': ['राक्षसेन्द्रेण'], 'B-RAKSHASA': ['राक्षसेन्द्रेण', 'रावणेन'], 'B-HUMAN': ['रामलक्ष्मणौ']}
प्रियात् दुःखम् अप्रियाद् अधिकं भयम् न सम्भवेद् ये ताभ्यां हि वियुज्यन्ते तेषाम् महात्मनाम् नमः	O O O O O O O O O O O O B-HUMAN O	125	{}	{'B-HUMAN': ['महात्मनाम्']}	{}	{'B-DEVA': ['प्रियात्', 'अप्रियाद्'], 'B-HUMAN': ['महात्मनाम्']}
सा अहम् प्रियेण विदितात्मना रामेण त्यक्ता पापस्य रावणस्य वशम् गता इह प्राणान् त्यक्ष्यामि सीतया इति उक्ताः घोरं राक्षस्यः क्रोधमूर्छिताः काश्चिज् तत् तरस्विनः रावणस्य आख्यातुं जग्मुः	O O O O B-HUMAN O O B-ASURA O O O O O B-HUMAN O O O B-RAKSHASA O O O O B-ASURA O O	126	{'B-HUMAN': ['रामेण'], 'B-ASURA': ['रावणस्य'], 'B-RAKSHASA': ['राक्षस्यः']}	{'B-HUMAN': ['रामेण', 'सीतया'], 'B-RAKSHASA': ['रावणस्य', 'राक्षस्यः', 'रावणस्य']}	{'B-RAKSHASA': ['राक्षस्यः'], 'B-ASURA': ['रावणस्य']}	{'B-DEVA': ['रामेण'], 'B-RAKSHASA': ['रावणस्य', 'राक्षस्यः'], 'B-HUMAN': ['सा', 'सीतया']}
ततः घोरदर्शनाः राक्षस्यो सीताम् उपागम्य पुनः अनर्थ अर्थम् एकार्थम् परुषम् अथ अब्रुवन्	O O B-RAKSHASA B-HUMAN O O O O O O O O	127	{'B-RAKSHASA': ['राक्षस्यो']}	{'B-RAKSHASA': ['राक्षस्यो']}	{'B-RAKSHASA': ['राक्षस्यो'], 'B-HUMAN': ['सीताम्']}	{'B-RAKSHASA': ['राक्षस्यो'], 'B-DEVA': ['ततः'], 'B-HUMAN': ['सीताम्'], 'B-ASTRA': ['अर्थम्'], 'B-ORIGIN': ['अनर्थ'], '
अनार्ये पापविनिश्चये सीते इदानीम् राक्षस्यो तव हन्त एतद् मांसम् यथासुखम् भक्षयिष्यन्ति	O O B-HUMAN O B-RAKSHASA O O O O O O	128	{'B-RAKSHASA': ['राक्षस्यो']}	{'B-RAKSHASA': ['राक्षस्यो']}	{'B-RAKSHASA': ['राक्षस्यो'], 'B-HUMAN': ['सीते'], 'B-AXE': ['हन्त'], 'B-FRUIT': ['मांसम्']}	{'B-ASURA': ['राक्षस्यो']}
अनार्याभिर् ताभिर् संतर्जितां सीतां दृष्ट्वा तदा शयाना वृद्धा राक्षसी त्रिजटा वाक्यम् अब्रवीत्	B-RAKSHASA O O B-HUMAN O O O O B-RAKSHASA B-RAKSHASA O O	129	{'B-HUMAN': ['सीतां'], 'B-RAKSHASA': ['राक्षसी', 'त्रिजटा']}	{'B-RAKSHASA': ['राक्षसी']}	{'B-RAKSHASA': ['राक्षसी'], 'B-HUMAN': ['सीतां'], 'B-ASURA': ['अनार्याभिर्'], 'B-KULA': ['ताभिर्']}	{'B-RAKSHASA': ['राक्षसी'], 'B-DEVA': ['त्रिजटा']}
अनार्याः आत्मानं खादत	B-RAKSHASA O O	130	{}	{'B-RAKSHASA': ['अनार्याः']}	{}	{'B-ASURA': ['अनार्याः'], 'B-HUMAN': ['आत्मानं'], 'B-RAKSHASA': ['खादत']}
जनकस्य सुताम् च दशरथस्य इष्टां स्नुषां सीतां न भक्षयिष्यथ	B-HUMAN B-HUMAN O B-HUMAN O B-HUMAN B-HUMAN O O	131	{'B-HUMAN': ['जनकस्य', 'दशरथस्य', 'स्नुषां', 'सीतां']}	{'B-HUMAN': ['जनकस्य', 'दशरथस्य', 'सीतां']}	{}	{'B-DEVA': ['जनकस्य'], 'B-HUMAN': ['दशरथस्य', 'सीतां']}
अद्य मया दारुणो रोमहर्षणः स्वप्नो दृष्टो हि राक्षसानाम् अभावाय अस्या भर्तुर् भवाय च	O O O O O O O B-RAKSHASA O O O O O	132	{'B-RAKSHASA': ['राक्षसानाम्']}	{'B-RAKSHASA': ['राक्षसानाम्']}	{'B-ASURA': ['राक्षसानाम्']}	{'B-ASURA': ['राक्षसानाम्'], 'B-HUMAN': ['भवाय', 'भर्तुर्']}
त्रिजटया एवम् उक्ताः क्रोधमूर्छिताः राक्षस्यः सर्वा एव भीताः ताम् त्रिजटाम् इदं वचः अब्रुवन्	B-RAKSHASA O O O B-RAKSHASA O O O O B-RAKSHASA O O O	133	{'B-HUMAN': ['त्रिजटया', 'त्रिजटाम्'], 'B-RAKSHASA': ['राक्षस्यः']}	{'B-RAKSHASA': ['राक्षस्यः']}	{'B-RAKSHASA': ['राक्षस्यः'], 'B-RAKSHASA': ['भीताः'], 'B-KULA': ['त्रिजटाम्']}	{'B-RAKSHASA': ['राक्षस्यः', 'सर्वा'], 'B-TRIJATA': ['त्रिजटया', 'त्रिजटाम्']}
त्रिजटा तासां राक्षसीनां मुखोद्गतम् वचनं श्रुत्वा तु काले स्वप्न संश्रितम् वचनं उवाच	B-RAKSHASA O B-RAKSHASA O O O O O O O O O	134	{'B-RAKSHASA': ['त्रिजटा']}	{'B-RAKSHASA': ['राक्षसीनां']}	{'B-RAKSHASA': ['राक्षसीनां'], 'B-HUMAN': ['त्रिजटा'], 'B-ORNAMENT': ['मुखोद्गतम्'], 'B-MUHURTA': ['काले'], 'B-AXE': ['वचनं'], 'B-V	{'B-RAKSHASA': ['तासां', 'राक्षसीनां'], 'B-DEVA': ['त्रिजटा']}
राघवः अन्तरिक्षगाम् गजदन्तमयीं सहस्रेण वाजि युक्तां दिव्यां शिबिकाम् स्वयम् आस्थाय	B-HUMAN O O O O O O B-RATHA O O	135	{'B-HUMAN': ['राघवः']}	{'B-RATHA': ['शिबिकाम्']}	{}	{'B-DEVA': ['राघवः'], 'B-ASTRA': ['गजदन्तमयीं'], 'B-VEHICLE': ['शिबिकाम्']}
अद्य स्वप्ने मया सीता शुक्लाम्बरावृता सागरेण परिक्षिप्तं श्वेतपर्वतम् आस्थिता च भास्करेण प्रभा यथा सीता रामेण संगता दृष्टा	O O O B-HUMAN O B-SEA O B-MOUNTAIN O O O O O B-HUMAN B-HUMAN O O	136	{'B-HUMAN': ['मया', 'सीता', 'सीता', 'रामेण'], 'B-SEA': ['सागरेण'], 'B-MOUNTAIN': ['श्वेतपर्वतम्'], 'B-MUHURTA': ['स्वप्ने'], 'B-DE	{'B-HUMAN': ['सीता'], 'B-MOUNTAIN': ['श्वेतपर्वतम्']}	{}	{'B-DEVA': ['भास्करेण'], 'B-HUMAN': ['सीता', 'रामेण'], 'B-PLACE': ['सागरेण', 'श्वेतपर्वतम्']}
राघवः सहलक्ष्मणः चतुर् दन्तम् शैलसंकाशं महागजम् आरूढः चचार च मया दृष्टः	B-HUMAN B-HUMAN O O B-MOUNTAIN O O O O O O	137	{'B-HUMAN': ['राघवः', 'लक्ष्मणः'], 'B-MOUNTAIN': ['शैलसंकाशं']}	{'B-HUMAN': ['राघवः'], 'B-ANIMAL': ['महागजम्']}	{}	{'B-DEVA': ['राघवः'], 'B-HUMAN': ['सहलक्ष्मणः'], 'B-DEVA': ['चतुर्'], 'B-DEVA': ['दन्तम्'], 'B-NAGA': ['शैलसंकाशं
ततस् शुक्लमाल्याम्बरधरौ नरशार्दूलौ स्वतेजसा दीप्यमानौ तौ जानकीं पर्युपस्थितौ	O O O O O O B-HUMAN O	138	{'B-HUMAN': ['नरशार्दूलौ'], 'B-HUMAN': ['जानकीं']}	{'B-HUMAN': ['नरशार्दूलौ'], 'B-ORNAMENT': ['शुक्लमाल्याम्बरधरौ']}	{}	{'B-DEVA': ['ततस्', 'शुक्लमाल्याम्बरधरौ', 'नरशार्दूलौ', 'दीप्यमानौ', 'जानकीं']}
ततस् जानकी तस्य नगस्य अग्रे भर्त्रा परिगृहीतस्य आकाशस्थस्य दन्तिनः स्कन्धम् आश्रिता	O B-HUMAN O B-MOUNTAIN O O O O O O O	139	{'B-HUMAN': ['जानकी'], 'B-MOUNTAIN': ['नगस्य'], 'B-HUMAN': ['भर्त्रा'], 'B-GRAHA': ['आकाशस्थस्य']}	{'B-NAGA': ['नगस्य']}	{}	{'B-DEVA': ['ततस्', 'जानकी', 'भारत्रा', 'दन्तिनः'], 'B-ASURA': ['नगस्य', 'अग्रे'], 'B-RAKSHASA': ['आकाशस्थस्य
